vehicle_coordinates
[105 392],[114 391],[114 409],[105 409],[105 392]
[118 392],[127 391],[127 409],[118 409],[118 392]
[300 249],[310 248],[310 266],[301 266],[300 249]
[241 458],[241 467],[223 467],[223 458],[241 458]
[299 444],[299 453],[281 453],[281 444],[299 444]
[243 565],[244 575],[226 574],[226 565],[243 565]
[246 548],[246 558],[228 557],[228 548],[246 548]
[304 692],[304 702],[286 701],[286 692],[304 692]
[256 841],[256 850],[238 850],[238 841],[256 841]
[  40 1196],[  49 1196],[  49 1214],[  40 1214],[  40 1196]
[  94 1202],[ 103 1202],[ 102 1220],[  93 1220],[  94 1202]
[ 142 1268],[ 142 1278],[ 124 1278],[ 123 1268],[ 142 1268]
[ 207 1204],[ 216 1204],[ 216 1223],[ 206 1223],[ 207 1204]
[ 217 1206],[ 227 1206],[ 226 1225],[ 217 1225],[ 217 1206]
[ 321 1206],[ 330 1206],[ 329 1224],[ 320 1224],[ 321 1206]
[ 238 1255],[ 248 1255],[ 247 1273],[ 238 1273],[ 238 1255]
[ 251 1255],[ 260 1255],[ 260 1274],[ 250 1274],[ 251 1255]
[ 515 1180],[ 513 1189],[ 495 1185],[ 497 1176],[ 515 1180]
[1275 1160],[1285 1160],[1284 1179],[1275 1179],[1275 1160]
[ 645 1205],[ 655 1205],[ 654 1224],[ 645 1224],[ 645 1205]
[905 798],[922 797],[922 806],[905 806],[905 798]
[877 706],[894 706],[894 714],[877 714],[877 706]
[904 716],[921 715],[921 724],[904 724],[904 716]
[880 716],[897 715],[897 724],[880 724],[880 716]
[964 741],[982 741],[982 749],[964 749],[964 741]
[964 751],[982 751],[982 759],[965 759],[964 751]
[968 767],[985 767],[985 775],[968 775],[968 767]
[906 761],[923 761],[923 769],[906 769],[906 761]
[903 743],[921 743],[921 751],[903 751],[903 743]
[882 742],[899 742],[899 750],[882 750],[882 742]
[883 752],[901 752],[901 761],[883 761],[883 752]
[803 707],[821 707],[821 715],[804 715],[803 707]
[966 715],[984 714],[984 723],[967 723],[966 715]
[966 704],[984 704],[984 712],[967 712],[966 704]
[829 717],[848 717],[848 725],[828 725],[829 717]
[827 656],[846 656],[846 664],[827 664],[827 656]
[802 637],[822 637],[822 645],[802 645],[802 637]
[902 645],[921 645],[922 653],[902 653],[902 645]
[902 635],[921 635],[921 643],[902 643],[902 635]
[879 644],[898 643],[898 651],[879 652],[879 644]
[824 645],[844 645],[844 653],[824 653],[824 645]
[798 617],[820 617],[820 625],[798 625],[798 617]
[824 619],[846 619],[846 627],[824 627],[824 619]
[826 609],[848 608],[848 616],[827 616],[826 609]
[877 617],[899 617],[899 624],[878 625],[877 617]
[875 609],[897 608],[897 616],[875 616],[875 609]
[877 627],[898 627],[898 634],[877 635],[877 627]
[871 590],[892 590],[892 597],[871 598],[871 590]
[801 600],[823 599],[823 607],[802 607],[801 600]
[800 581],[821 581],[821 589],[800 589],[800 581]
[800 564],[822 563],[822 571],[801 571],[800 564]
[825 599],[847 599],[847 606],[826 607],[825 599]
[900 599],[922 598],[922 606],[901 606],[900 599]
[875 581],[897 580],[897 588],[875 588],[875 581]
[875 572],[897 572],[897 579],[875 580],[875 572]
[876 562],[898 562],[898 570],[876 570],[876 562]
[899 581],[921 581],[921 588],[899 589],[899 581]
[902 571],[923 571],[923 578],[902 579],[902 571]
[901 561],[923 561],[923 569],[901 569],[901 561]
[958 565],[980 565],[980 573],[958 573],[958 565]
[958 582],[980 582],[980 590],[958 590],[958 582]
[958 593],[980 593],[980 600],[958 601],[958 593]
