vehicle_coordinates
[284 155],[290 143],[295 145],[289 158],[284 155]
[  1 177],[  7 165],[ 12 167],[  6 179],[  1 177]
[185 217],[182 211],[200 204],[203 210],[185 217]
[283  49],[287  42],[303  46],[300  52],[283  49]
[255  20],[258  13],[274  17],[271  23],[255  20]
[179  17],[182  10],[199  14],[196  20],[179  17]
[161  26],[164  19],[181  23],[178  29],[161  26]
[715 111],[718 104],[735 108],[732 114],[715 111]
[775  95],[776  88],[793  88],[792  95],[775  95]
[815 109],[817 102],[834 102],[832 109],[815 109]
[819 121],[821 113],[838 114],[836 121],[819 121]
[1009  113],[1011  106],[1028  107],[1026  114],[1009  113]
[1224  106],[1226   99],[1243   99],[1241  106],[1224  106]
[117 311],[134 310],[134 317],[119 318],[117 311]
[173 370],[182 356],[189 360],[181 373],[173 370]
[ 42 421],[ 60 421],[ 60 428],[ 42 427],[ 42 421]
[ 57 400],[ 75 400],[ 75 407],[ 57 407],[ 57 400]
[ 30 439],[ 49 439],[ 49 447],[ 30 446],[ 30 439]
[  4 478],[ 22 478],[ 22 486],[  4 485],[  4 478]
[137 444],[130 440],[139 423],[147 426],[137 444]
[ 39 669],[ 48 655],[ 54 659],[ 45 672],[ 39 669]
[ 26 664],[ 35 651],[ 41 655],[ 32 668],[ 26 664]
[ 12 731],[ 21 717],[ 27 721],[ 18 734],[ 12 731]
[777 405],[791 411],[788 417],[774 411],[777 405]
[839 431],[853 437],[850 444],[836 437],[839 431]
[857 471],[871 477],[868 484],[854 477],[857 471]
[720 546],[730 532],[737 536],[728 551],[720 546]
[768 680],[785 680],[785 687],[768 687],[768 680]
[768 689],[785 689],[785 696],[767 696],[768 689]
[771 697],[788 697],[788 704],[770 704],[771 697]
[773 706],[790 706],[790 713],[772 713],[773 706]
[771 717],[788 717],[788 724],[770 724],[771 717]
[769 747],[786 747],[786 754],[768 754],[769 747]
[769 757],[787 757],[787 764],[769 764],[769 757]
[912 648],[929 648],[929 654],[911 655],[912 648]
[769 728],[789 727],[789 735],[769 736],[769 728]
[772 738],[792 737],[792 745],[772 746],[772 738]
[770 769],[790 768],[790 776],[770 777],[770 769]
[767 779],[786 778],[786 786],[767 787],[767 779]
[768 793],[785 792],[785 799],[768 800],[768 793]
[768 802],[785 801],[785 808],[768 809],[768 802]
[769 810],[786 809],[786 816],[768 817],[769 810]
[769 820],[787 819],[787 826],[769 827],[769 820]
[770 829],[787 828],[787 835],[770 836],[770 829]
[768 851],[785 851],[785 858],[767 858],[768 851]
[770 864],[790 863],[790 871],[770 872],[770 864]
[769 840],[789 839],[789 847],[769 848],[769 840]
[769 873],[788 872],[788 880],[769 880],[769 873]
[769 885],[788 884],[788 893],[769 893],[769 885]
[767 895],[787 894],[787 902],[767 903],[767 895]
[769 918],[788 917],[788 926],[769 926],[769 918]
[765 928],[784 927],[784 935],[765 936],[765 928]
[766 938],[785 937],[785 945],[766 945],[766 938]
[767 947],[786 947],[786 955],[767 955],[767 947]
[766 959],[785 958],[785 966],[766 966],[766 959]
[771 985],[790 984],[790 993],[771 993],[771 985]
[ 686 1020],[ 693 1037],[ 685 1040],[ 678 1022],[ 686 1020]
[832 980],[851 979],[851 987],[832 987],[832 980]
[837 971],[856 970],[856 978],[837 979],[837 971]
[832 960],[851 959],[851 968],[832 968],[832 960]
[831 941],[850 940],[850 948],[831 949],[831 941]
[833 923],[852 922],[852 931],[833 931],[833 923]
[833 915],[852 914],[852 922],[833 923],[833 915]
[837 905],[857 904],[857 912],[837 913],[837 905]
[830 887],[849 886],[849 894],[830 894],[830 887]
[832 878],[852 877],[852 885],[832 886],[832 878]
[837 868],[857 868],[857 876],[837 876],[837 868]
[835 859],[855 858],[855 866],[835 867],[835 859]
[837 850],[856 849],[856 857],[837 857],[837 850]
[836 841],[855 840],[855 848],[836 849],[836 841]
[835 832],[854 831],[854 840],[835 840],[835 832]
[859 850],[878 850],[878 858],[859 858],[859 850]
[858 860],[878 859],[878 867],[858 868],[858 860]
[858 868],[877 868],[877 876],[858 876],[858 868]
[858 877],[877 876],[877 884],[858 885],[858 877]
[857 887],[877 886],[877 894],[857 894],[857 887]
[859 896],[879 895],[879 903],[859 903],[859 896]
[859 904],[879 903],[879 912],[859 912],[859 904]
[857 913],[876 912],[876 920],[857 921],[857 913]
[858 922],[878 921],[878 929],[858 930],[858 922]
[859 933],[879 932],[879 940],[859 940],[859 933]
[859 968],[878 968],[878 976],[859 976],[859 968]
[908 952],[927 951],[927 959],[908 959],[908 952]
[912 943],[931 942],[931 950],[912 951],[912 943]
[908 935],[927 934],[927 942],[908 942],[908 935]
[910 925],[930 924],[930 932],[910 933],[910 925]
[910 914],[929 913],[929 922],[910 922],[910 914]
[910 906],[929 905],[929 913],[910 914],[910 906]
[910 897],[929 896],[929 904],[910 905],[910 897]
[936 913],[956 912],[956 921],[936 921],[936 913]
[934 905],[953 904],[953 912],[934 913],[934 905]
[936 887],[955 886],[955 894],[936 894],[936 887]
[936 877],[955 876],[955 884],[936 885],[936 877]
[936 868],[955 868],[955 876],[936 876],[936 868]
[936 859],[955 859],[955 867],[936 867],[936 859]
[936 852],[956 851],[956 859],[936 859],[936 852]
[935 840],[955 839],[955 847],[935 847],[935 840]
[935 831],[954 830],[954 838],[935 838],[935 831]
[936 822],[955 822],[955 830],[936 830],[936 822]
[912 850],[931 849],[931 857],[912 858],[912 850]
[911 859],[931 859],[931 867],[911 867],[911 859]
[913 868],[933 867],[933 875],[913 876],[913 868]
[912 877],[931 877],[931 885],[912 885],[912 877]
[984 897],[1003  896],[1003  904],[984 905],[984 897]
[985 913],[1004  912],[1004  921],[985 921],[985 913]
[1006  894],[1025  894],[1025  902],[1006  902],[1006  894]
[1010  905],[1029  904],[1029  912],[1010  913],[1010  905]
[1012  876],[1031  875],[1031  884],[1012  884],[1012  876]
[1009  868],[1029  867],[1029  875],[1009  876],[1009  868]
[1010  859],[1030  858],[1030  866],[1010  866],[1010  859]
[1010  850],[1029  849],[1029  857],[1010  858],[1010  850]
[1009  840],[1028  840],[1028  848],[1009  848],[1009  840]
[989 860],[1008  859],[1008  868],[989 868],[989 860]
[987 878],[1007  877],[1007  886],[987 886],[987 878]
[987 850],[1006  850],[1006  858],[987 858],[987 850]
