vehicle_coordinates
[ 64 571],[ 72 566],[ 85 572],[ 78 579],[ 64 571]
[ 87 582],[ 95 577],[108 584],[102 590],[ 87 582]
[154 618],[162 614],[175 620],[169 627],[154 618]
[173 628],[181 623],[194 630],[187 636],[173 628]
[191 639],[199 634],[212 640],[206 647],[191 639]
[290 691],[298 686],[311 692],[304 699],[290 691]
[234 659],[242 654],[255 661],[249 667],[234 659]
[131 606],[139 601],[156 610],[150 618],[131 606]
[822 924],[832 921],[841 936],[831 940],[822 924]
[846 921],[856 917],[865 932],[855 936],[846 921]
[859 918],[869 915],[877 930],[867 934],[859 918]
[896 910],[906 907],[914 922],[904 926],[896 910]
[908 908],[918 904],[927 919],[917 923],[908 908]
[932 902],[942 899],[951 914],[941 918],[932 902]
[945 899],[954 896],[963 911],[953 915],[945 899]
[968 897],[978 893],[987 909],[977 913],[968 897]
[982 893],[992 889],[1000  904],[990 909],[982 893]
[ 813 1001],[823 997],[ 832 1013],[ 822 1017],[ 813 1001]
[624 939],[631 934],[642 943],[634 948],[624 939]
[645 959],[652 955],[663 964],[655 968],[645 959]
[ 716 1007],[ 723 1002],[ 734 1011],[ 727 1016],[ 716 1007]
[744 992],[751 988],[763 997],[ 755 1001],[744 992]
[741 976],[748 971],[759 980],[751 985],[741 976]
[759 961],[766 956],[781 966],[773 973],[759 961]
[ 786 1008],[ 793 1004],[ 804 1013],[ 797 1017],[ 786 1008]
[ 897 1099],[ 905 1095],[ 916 1104],[ 908 1108],[ 897 1099]
[ 945 1098],[ 952 1092],[ 969 1103],[ 960 1110],[ 945 1098]
[750 897],[772 893],[775 899],[754 903],[750 897]
[774 904],[797 900],[799 905],[778 909],[774 904]
[829 895],[852 891],[854 896],[833 900],[829 895]
[862 889],[884 885],[887 891],[865 895],[862 889]
[1025  846],[1047  842],[1050  847],[1028  851],[1025  846]
[1058  870],[1080  866],[1083  872],[1061  876],[1058  870]
[ 814 1127],[ 829 1120],[ 835 1123],[ 822 1133],[ 814 1127]
[ 826 1134],[ 843 1125],[ 850 1130],[ 834 1141],[ 826 1134]
[ 826 1039],[ 836 1032],[ 856 1045],[ 845 1051],[ 826 1039]
[792 986],[803 981],[820 992],[812 999],[792 986]
[801 969],[824 955],[831 960],[809 974],[801 969]
[790 962],[807 953],[813 956],[799 969],[790 962]
[759 923],[772 914],[777 918],[766 928],[759 923]
[627 910],[635 904],[650 917],[642 925],[627 910]
[ 844 1095],[ 851 1090],[ 867 1102],[ 860 1107],[ 844 1095]
[ 863 1160],[ 880 1150],[ 887 1156],[ 871 1166],[ 863 1160]
[ 918 1198],[ 935 1188],[ 942 1194],[ 926 1204],[ 918 1198]
[ 928 1206],[ 945 1196],[ 951 1202],[ 935 1212],[ 928 1206]
[ 956 1225],[ 973 1215],[ 980 1221],[ 963 1231],[ 956 1225]
[ 946 1218],[ 963 1208],[ 970 1214],[ 954 1225],[ 946 1218]
[ 966 1231],[ 983 1221],[ 990 1227],[ 974 1238],[ 966 1231]
[ 982 1159],[ 991 1156],[1002 1164],[ 996 1169],[ 982 1159]
[1010 1208],[1017 1204],[1029 1213],[1023 1217],[1010 1208]
