vehicle_coordinates
[ 693 1077],[ 693 1086],[ 717 1086],[ 716 1076],[ 693 1077]
[ 691 1011],[ 691 1020],[ 715 1020],[ 714 1010],[ 691 1011]
[ 714 1037],[ 714 1047],[ 738 1046],[ 737 1037],[ 714 1037]
[ 642 1013],[ 642 1022],[ 666 1022],[ 665 1012],[ 642 1013]
[639 978],[639 988],[663 987],[662 978],[639 978]
[642 966],[642 976],[666 976],[665 966],[642 966]
[ 697 1094],[ 697 1103],[ 720 1103],[ 720 1093],[ 697 1094]
[789 955],[789 965],[812 965],[812 955],[789 955]
[ 642 1023],[ 642 1033],[ 666 1032],[ 665 1023],[ 642 1023]
[ 642 1068],[ 642 1077],[ 666 1077],[ 665 1067],[ 642 1068]
[ 643 1103],[ 643 1112],[ 667 1112],[ 666 1102],[ 643 1103]
[ 695 1112],[ 695 1121],[ 719 1121],[ 718 1111],[ 695 1112]
[ 717 1133],[ 717 1141],[ 739 1140],[ 738 1132],[ 717 1133]
[ 695 1141],[ 696 1149],[ 717 1148],[ 716 1140],[ 695 1141]
[ 696 1151],[ 696 1159],[ 718 1158],[ 717 1150],[ 696 1151]
[ 767 1139],[ 768 1147],[ 789 1146],[ 788 1138],[ 767 1139]
[ 768 1157],[ 769 1166],[ 791 1165],[ 790 1156],[ 768 1157]
[ 767 1148],[ 768 1156],[ 790 1155],[ 789 1147],[ 767 1148]
[ 795 1131],[ 795 1139],[ 817 1138],[ 816 1130],[ 795 1131]
[ 771 1113],[ 772 1121],[ 793 1120],[ 792 1112],[ 771 1113]
[ 790 1103],[ 791 1111],[ 812 1110],[ 811 1102],[ 790 1103]
[ 720 1112],[ 720 1121],[ 742 1120],[ 741 1111],[ 720 1112]
[ 693 1132],[ 694 1140],[ 716 1139],[ 715 1131],[ 693 1132]
[ 719 1149],[ 719 1158],[ 741 1157],[ 740 1148],[ 719 1149]
[ 793 1166],[ 794 1174],[ 815 1173],[ 814 1165],[ 793 1166]
[ 869 1185],[ 870 1193],[ 891 1192],[ 890 1183],[ 869 1185]
[ 643 1162],[ 644 1171],[ 666 1170],[ 664 1161],[ 643 1162]
[ 644 1152],[ 644 1160],[ 666 1159],[ 665 1151],[ 644 1152]
[ 644 1142],[ 644 1150],[ 666 1149],[ 665 1141],[ 644 1142]
[ 644 1132],[ 645 1140],[ 667 1139],[ 666 1131],[ 644 1132]
[ 666 1183],[ 667 1201],[ 675 1201],[ 674 1183],[ 666 1183]
[ 679 1182],[ 679 1200],[ 688 1200],[ 687 1182],[ 679 1182]
[ 689 1185],[ 690 1202],[ 699 1203],[ 698 1185],[ 689 1185]
[ 724 1185],[ 724 1203],[ 733 1203],[ 732 1185],[ 724 1185]
[344 941],[351 947],[362 935],[356 929],[344 941]
[359 924],[366 929],[377 917],[371 911],[359 924]
[391 891],[398 897],[409 885],[403 879],[391 891]
[443 927],[450 932],[461 920],[455 914],[443 927]
[375 934],[382 939],[393 927],[387 921],[375 934]
