vehicle_coordinates
[120 327],[128 326],[128 343],[121 343],[120 327]
[156 326],[164 325],[165 342],[157 342],[156 326]
[199 323],[207 322],[207 339],[200 339],[199 323]
[214 321],[222 321],[222 338],[215 338],[214 321]
[226 321],[233 320],[234 337],[227 337],[226 321]
[164 365],[172 364],[172 381],[165 381],[164 365]
[177 364],[185 364],[185 381],[178 381],[177 364]
[  5 495],[ 23 494],[ 24 502],[  5 504],[  5 495]
[  2 457],[ 20 456],[ 20 464],[  2 465],[  2 457]
[  1 428],[ 19 426],[ 19 435],[  1 436],[  1 428]
[136 822],[152 821],[152 829],[136 829],[136 822]
[ 15 874],[ 24 874],[ 24 892],[ 15 892],[ 15 874]
[  4 873],[ 12 873],[ 12 891],[  4 891],[  4 873]
[ 27 873],[ 36 873],[ 36 891],[ 27 891],[ 27 873]
[ 38 872],[ 47 872],[ 47 890],[ 38 890],[ 38 872]
[ 49 872],[ 57 872],[ 57 890],[ 49 890],[ 49 872]
[ 60 872],[ 69 872],[ 69 890],[ 60 890],[ 60 872]
[ 72 872],[ 81 872],[ 81 890],[ 72 890],[ 72 872]
[ 83 871],[ 92 871],[ 92 889],[ 83 889],[ 83 871]
[ 94 872],[102 872],[102 890],[ 94 890],[ 94 872]
[105 871],[114 871],[114 889],[105 889],[105 871]
[117 871],[125 871],[125 889],[117 889],[117 871]
[129 870],[138 870],[138 888],[129 888],[129 870]
[140 870],[148 870],[148 888],[140 888],[140 870]
[150 870],[158 870],[158 888],[150 888],[150 870]
[160 869],[169 869],[169 888],[160 888],[160 869]
[173 869],[182 869],[182 888],[173 888],[173 869]
[174 909],[183 909],[183 928],[174 928],[174 909]
[164 910],[173 910],[173 928],[164 928],[164 910]
[152 910],[161 910],[161 929],[152 929],[152 910]
[141 911],[149 911],[149 929],[141 929],[141 911]
[129 911],[138 911],[138 929],[129 929],[129 911]
[119 911],[127 911],[127 930],[119 930],[119 911]
[108 912],[117 912],[117 930],[108 930],[108 912]
[ 95 912],[104 912],[104 931],[ 95 931],[ 95 912]
[ 84 912],[ 93 912],[ 93 931],[ 84 931],[ 84 912]
[ 73 912],[ 81 912],[ 81 931],[ 73 931],[ 73 912]
[ 62 912],[ 71 912],[ 71 931],[ 62 931],[ 62 912]
[ 50 912],[ 59 912],[ 59 931],[ 50 931],[ 50 912]
[ 40 913],[ 48 913],[ 48 931],[ 40 931],[ 40 913]
[ 28 912],[ 36 912],[ 36 931],[ 28 931],[ 28 912]
[ 16 913],[ 24 913],[ 24 932],[ 16 932],[ 16 913]
[  5 914],[ 13 914],[ 13 932],[  5 932],[  5 914]
[  6 934],[ 15 934],[ 15 953],[  6 953],[  6 934]
[ 16 934],[ 25 934],[ 25 953],[ 16 953],[ 16 934]
[ 30 934],[ 38 934],[ 38 952],[ 30 952],[ 30 934]
[ 51 932],[ 59 932],[ 59 951],[ 51 951],[ 51 932]
[ 40 933],[ 49 933],[ 49 951],[ 40 951],[ 40 933]
[ 63 933],[ 72 933],[ 72 951],[ 63 951],[ 63 933]
[ 75 932],[ 83 932],[ 83 951],[ 75 951],[ 75 932]
