vehicle_coordinates
[460 734],[478 727],[483 732],[464 739],[460 734]
[491 784],[510 777],[515 782],[496 789],[491 784]
[514 816],[533 809],[538 814],[519 821],[514 816]
[435 701],[453 694],[458 700],[439 707],[435 701]
[430 687],[448 680],[453 686],[434 693],[430 687]
[524 826],[542 819],[547 824],[528 831],[524 826]
[542 853],[561 846],[566 851],[547 858],[542 853]
[567 887],[585 880],[591 885],[572 892],[567 887]
[583 910],[601 903],[606 909],[587 916],[583 910]
[599 927],[618 919],[623 925],[604 932],[599 927]
[630 966],[648 959],[653 964],[634 971],[630 966]
[614 947],[632 940],[637 946],[618 953],[614 947]
[627 975],[645 968],[650 973],[631 981],[627 975]
[ 658 1006],[676 999],[ 681 1004],[ 662 1012],[ 658 1006]
[ 697 1063],[ 715 1056],[ 720 1062],[ 702 1069],[ 697 1063]
[ 707 1078],[ 725 1071],[ 731 1076],[ 712 1083],[ 707 1078]
[ 722 1102],[ 740 1095],[ 746 1101],[ 727 1108],[ 722 1102]
[ 748 1137],[ 766 1130],[ 771 1135],[ 752 1142],[ 748 1137]
[ 685 1047],[ 703 1040],[ 709 1046],[ 690 1053],[ 685 1047]
[ 682 1003],[693 999],[ 701 1015],[ 691 1019],[ 682 1003]
[ 772 1166],[ 790 1159],[ 796 1165],[ 777 1172],[ 772 1166]
[ 804 1219],[ 822 1212],[ 827 1217],[ 808 1224],[ 804 1219]
[ 820 1250],[ 838 1243],[ 844 1249],[ 825 1256],[ 820 1250]
[ 820 1261],[ 838 1254],[ 843 1259],[ 824 1266],[ 820 1261]
[ 859 1263],[ 867 1260],[ 876 1271],[ 868 1276],[ 859 1263]
[ 945 1176],[ 966 1177],[ 967 1185],[ 945 1184],[ 945 1176]
[ 973 1094],[ 980 1089],[ 993 1102],[ 987 1106],[ 973 1094]
[1014 1120],[1036 1124],[1035 1132],[1013 1127],[1014 1120]
[1095  765],[1106  756],[1106  756],[1111  759],[1101  769],[1095  765]
[1105  771],[1116  762],[1116  762],[1121  765],[1111  775],[1105  771]
[1133  787],[1143  778],[1143  778],[1149  782],[1139  791],[1133  787]
[406 670],[427 661],[434 666],[413 677],[406 670]
[356 604],[374 593],[381 600],[364 611],[356 604]
[368 620],[387 609],[393 616],[376 627],[368 620]
[277 573],[296 562],[302 569],[285 579],[277 573]
[288 579],[306 568],[313 575],[296 586],[288 579]
[639 669],[647 663],[664 674],[658 681],[639 669]
[647 662],[655 656],[673 667],[667 673],[647 662]
[660 652],[668 646],[685 657],[679 663],[660 652]
[668 644],[676 639],[694 649],[688 656],[668 644]
[682 633],[690 627],[707 638],[702 644],[682 633]
[690 626],[698 620],[715 631],[709 637],[690 626]
[713 607],[721 601],[739 611],[733 618],[713 607]
[739 588],[747 583],[764 593],[758 600],[739 588]
[763 568],[771 563],[788 573],[783 580],[763 568]
[776 555],[784 550],[802 560],[796 567],[776 555]
[802 536],[810 530],[828 541],[822 547],[802 536]
[712 670],[720 664],[738 675],[732 681],[712 670]
[797 601],[820 602],[820 609],[800 608],[797 601]
[812 586],[835 587],[835 594],[815 593],[812 586]
[828 570],[850 571],[850 578],[830 577],[828 570]
[844 590],[852 587],[862 597],[854 603],[844 590]
[852 581],[860 578],[870 588],[862 594],[852 581]
[860 574],[869 571],[879 581],[871 587],[860 574]
[519 494],[526 489],[541 500],[535 505],[519 494]
[528 487],[535 482],[550 493],[544 498],[528 487]
[546 477],[553 472],[567 482],[562 487],[546 477]
[561 465],[568 460],[582 471],[577 476],[561 465]
[582 454],[589 449],[604 460],[598 465],[582 454]
[593 452],[600 447],[615 458],[609 462],[593 452]
[602 446],[609 442],[623 452],[618 457],[602 446]
[638 426],[645 421],[660 432],[654 437],[638 426]
[654 416],[661 411],[675 422],[670 427],[654 416]
[706 386],[713 381],[728 392],[722 397],[706 386]
[717 382],[724 377],[739 388],[733 393],[717 382]
[745 367],[752 362],[767 373],[761 378],[745 367]
[561 426],[582 414],[588 421],[570 433],[561 426]
[595 406],[615 394],[622 400],[604 412],[595 406]
[600 389],[621 377],[627 384],[609 396],[600 389]
[578 401],[599 389],[605 396],[587 408],[578 401]
[936 659],[944 654],[961 664],[955 671],[936 659]
[953 648],[961 642],[979 653],[973 659],[953 648]
[982 620],[990 615],[1007  625],[1001  632],[982 620]
[983 481],[991 475],[1008  486],[1002  492],[983 481]
[997 467],[1005  462],[1022  472],[1017  479],[997 467]
[1006  460],[1014  454],[1031  465],[1025  472],[1006  460]
[1049  421],[1058  415],[1075  426],[1069  433],[1049  421]
[941 451],[949 445],[966 456],[961 462],[941 451]
[963 431],[971 425],[989 436],[983 442],[963 431]
[994 406],[1002  400],[1019  410],[1013  417],[994 406]
[1103  406],[1111  400],[1129  410],[1123  417],[1103  406]
[1095  465],[1103  459],[1121  470],[1115  476],[1095  465]
[485  38],[492  35],[504  44],[496  48],[485  38]
[ 65 761],[ 74 769],[ 87 756],[ 81 751],[ 65 761]
[198 684],[205 690],[220 679],[215 673],[198 684]
[372 418],[382 424],[398 410],[389 404],[372 418]
[638 897],[646 902],[657 890],[649 885],[638 897]
[675 953],[667 957],[680 974],[687 970],[675 953]
[702 965],[711 959],[697 944],[690 948],[702 965]
